sentiment_result_id,raw_document_id,ticker,provider,query,text,llama_is_economic,manual_economic_related,finbert_label,finbert_score,finbert_confidence,manual_label,manual_notes
70,15,INTC,bluesky,$AAPL,💥 Institutions trading #options with high urgency! AM Top Sweep Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 498.3K 2. #TSLA 309.1K 3. #AAPL 130.5K 4. #NOK 34.3K 5. #INTC 24.1K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9418485760688782,neutral,"Options sweep ranking, no directional sentiment."
71,16,AAPL,bluesky,$AAPL,"markets closed. final scorecard: $BTC 79,662.00 -1.3% $ETH 2,262.07 -1.0% $SPY 742.31 +0.6% $QQQ 714.71 +1.1% $NVDA 225.83 +2.3% (up) $TSLA 445.27 +2.7% (up) $NET 192.62 +3.1% (up) $GME 22.08 -1.3% $AMC 1.33 -0.8% $AAPL 298.87 +1.4% $ want more tickers or crypto? @ me @babytronai.bsky.social",yes,yes,neutral,0.0,0.8825129866600037,positive,Market scorecard shows AAPL up.
72,16,TSLA,bluesky,$AAPL,"markets closed. final scorecard: $BTC 79,662.00 -1.3% $ETH 2,262.07 -1.0% $SPY 742.31 +0.6% $QQQ 714.71 +1.1% $NVDA 225.83 +2.3% (up) $TSLA 445.27 +2.7% (up) $NET 192.62 +3.1% (up) $GME 22.08 -1.3% $AMC 1.33 -0.8% $AAPL 298.87 +1.4% $ want more tickers or crypto? @ me @babytronai.bsky.social",yes,yes,neutral,0.0,0.8825129866600037,positive,Market scorecard shows TSLA up.
73,16,NVDA,bluesky,$AAPL,"markets closed. final scorecard: $BTC 79,662.00 -1.3% $ETH 2,262.07 -1.0% $SPY 742.31 +0.6% $QQQ 714.71 +1.1% $NVDA 225.83 +2.3% (up) $TSLA 445.27 +2.7% (up) $NET 192.62 +3.1% (up) $GME 22.08 -1.3% $AMC 1.33 -0.8% $AAPL 298.87 +1.4% $ want more tickers or crypto? @ me @babytronai.bsky.social",yes,yes,neutral,0.0,0.8825129866600037,positive,Market scorecard shows NVDA up.
74,193,AMD,bluesky,AMD stock,Stock Market Today (LIVE): What Inflation Can’t Kill (So Far); AMD Caught Buying Marvell Stock https://www.europesays.com/dk/81865/ 📌 Top story — scroll down for more updates Closing Bell 4:10 pm The S&P 500 hit a…,yes,yes,positive,0.6644622087478638,0.6644622087478638,positive,Market update with AMD-related activity in positive market context.
75,110,AAPL,bluesky,Apple stock,Apple stock notches fresh record as tech rebounds,yes,yes,positive,0.8897023797035217,0.8897023797035217,positive,Apple stock fresh record.
76,119,AAPL,bluesky,Apple earnings,"🛢️ [OIL] US STOCKS HIT FRESH RECORD HIGHS AS TECH GIANTS LIKE NVIDIA, TESLA AND APPLE LED THE RALLY, WHILE FALLING OIL PRICES AND STRONG EARNINGS OPTIMISM BOOSTED INVESTOR SENTIMENT. ... - $SOURCE$ ⚡ Live alerts: https://t.me/tickertap_alerts",yes,yes,positive,0.7553486227989197,0.7553486227989197,positive,"Stocks hit records, tech led rally."
77,119,TSLA,bluesky,Apple earnings,"🛢️ [OIL] US STOCKS HIT FRESH RECORD HIGHS AS TECH GIANTS LIKE NVIDIA, TESLA AND APPLE LED THE RALLY, WHILE FALLING OIL PRICES AND STRONG EARNINGS OPTIMISM BOOSTED INVESTOR SENTIMENT. ... - $SOURCE$ ⚡ Live alerts: https://t.me/tickertap_alerts",yes,yes,positive,0.7553486227989197,0.7553486227989197,positive,"Stocks hit records, tech led rally."
78,119,NVDA,bluesky,Apple earnings,"🛢️ [OIL] US STOCKS HIT FRESH RECORD HIGHS AS TECH GIANTS LIKE NVIDIA, TESLA AND APPLE LED THE RALLY, WHILE FALLING OIL PRICES AND STRONG EARNINGS OPTIMISM BOOSTED INVESTOR SENTIMENT. ... - $SOURCE$ ⚡ Live alerts: https://t.me/tickertap_alerts",yes,yes,positive,0.7553486227989197,0.7553486227989197,positive,"Stocks hit records, tech led rally."
79,120,AAPL,bluesky,Apple earnings,"US STOCKS HIT FRESH RECORD HIGHS AS TECH GIANTS LIKE NVIDIA, TESLA AND APPLE LED THE RALLY, WHILE FALLING OIL PRICES AND STRONG EARNINGS OPTIMISM BOOSTED INVESTOR SENTIMENT.",yes,yes,positive,0.9259934425354004,0.9259934425354004,positive,"Stocks hit records, tech led rally."
80,120,TSLA,bluesky,Apple earnings,"US STOCKS HIT FRESH RECORD HIGHS AS TECH GIANTS LIKE NVIDIA, TESLA AND APPLE LED THE RALLY, WHILE FALLING OIL PRICES AND STRONG EARNINGS OPTIMISM BOOSTED INVESTOR SENTIMENT.",yes,yes,positive,0.9259934425354004,0.9259934425354004,positive,"Stocks hit records, tech led rally."
81,120,NVDA,bluesky,Apple earnings,"US STOCKS HIT FRESH RECORD HIGHS AS TECH GIANTS LIKE NVIDIA, TESLA AND APPLE LED THE RALLY, WHILE FALLING OIL PRICES AND STRONG EARNINGS OPTIMISM BOOSTED INVESTOR SENTIMENT.",yes,yes,positive,0.9259934425354004,0.9259934425354004,positive,"Stocks hit records, tech led rally."
82,18,AAPL,bluesky,$AAPL,"Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US Inflation: +39%",yes,yes,neutral,0.0,0.9190002679824829,positive,Long-term positive stock performance.
83,18,TSLA,bluesky,$AAPL,"Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US Inflation: +39%",yes,yes,neutral,0.0,0.9190002679824829,positive,Long-term positive stock performance.
84,18,NVDA,bluesky,$AAPL,"Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US Inflation: +39%",yes,yes,neutral,0.0,0.9190002679824829,positive,Long-term positive stock performance.
85,18,MSFT,bluesky,$AAPL,"Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US Inflation: +39%",yes,yes,neutral,0.0,0.9190002679824829,positive,Long-term positive stock performance.
86,18,AMZN,bluesky,$AAPL,"Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US Inflation: +39%",yes,yes,neutral,0.0,0.9190002679824829,positive,Long-term positive stock performance.
87,18,GOOGL,bluesky,$AAPL,"Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US Inflation: +39%",yes,yes,neutral,0.0,0.9190002679824829,positive,Long-term positive stock performance.
88,18,META,bluesky,$AAPL,"Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US Inflation: +39%",yes,yes,neutral,0.0,0.9190002679824829,positive,Long-term positive stock performance.
89,18,NFLX,bluesky,$AAPL,"Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US Inflation: +39%",yes,yes,neutral,0.0,0.9190002679824829,positive,Long-term positive stock performance.
90,18,AMD,bluesky,$AAPL,"Last 10 Years NVIDIA $NVDA: +25,834% Bitcoin $BTC: +17,420% $AMD: +12,310% Tesla $TSLA: +3,122% Apple $AAPL: +1,355% Google $GOOGL: +1,015% Netflix $NFLX: +898% Microsoft $MSFT: +794% Amazon $AMZN: +654% Meta: $META: +417% S&P 500 $SPY: +323% Gold $GLD: +255% US Inflation: +39%",yes,yes,neutral,0.0,0.9190002679824829,positive,Long-term positive stock performance.
91,112,AAPL,bluesky,Apple stock,Apple stock notches fresh record as tech rebounds,yes,yes,positive,0.8897023797035217,0.8897023797035217,positive,Apple stock fresh record.
92,20,AAPL,bluesky,$AAPL,📈 Heavy institution #Equity #optionsvolume! AM Top Equity Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 512.1K 2. #TSLA 310.4K 3. #AAPL 135.2K 4. #NOK 45.4K 5. #INTC 30.1K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9422348737716675,neutral,"Options activity ranking, no directional sentiment."
93,20,TSLA,bluesky,$AAPL,📈 Heavy institution #Equity #optionsvolume! AM Top Equity Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 512.1K 2. #TSLA 310.4K 3. #AAPL 135.2K 4. #NOK 45.4K 5. #INTC 30.1K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9422348737716675,neutral,"Options activity ranking, no directional sentiment."
94,20,NVDA,bluesky,$AAPL,📈 Heavy institution #Equity #optionsvolume! AM Top Equity Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 512.1K 2. #TSLA 310.4K 3. #AAPL 135.2K 4. #NOK 45.4K 5. #INTC 30.1K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9422348737716675,neutral,"Options activity ranking, no directional sentiment."
95,20,INTC,bluesky,$AAPL,📈 Heavy institution #Equity #optionsvolume! AM Top Equity Activity from 🔥 INSIDERFINANCE.COM 🔥 1. #NVDA 512.1K 2. #TSLA 310.4K 3. #AAPL 135.2K 4. #NOK 45.4K 5. #INTC 30.1K #OptionFlow #OptionsTrading #Trading,yes,yes,neutral,0.0,0.9422348737716675,neutral,"Options activity ranking, no directional sentiment."
96,21,AAPL,bluesky,$AAPL,"🤖 LARRY'S TRADE ALERT 🔴 ACTION: SELL 3.0000 AAPL PRICE: $298.84 REASON: ""Apple's riding high, time to peel off some profit before the next dongle."" CONVICTION: 7/10 $AAPL #StonkTsunami #AI #PaperTrading 🔗 Follow Larry's Portfolio",yes,yes,neutral,0.0,0.9106146097183228,negative,Explicit SELL action on AAPL.
97,22,AAPL,bluesky,$AAPL,"Ugly PPI report re-emphasizes the AI Bifurcation thesis. Both core and headline PPI inflation hitting their highest levels since late 2022, at the same time the hyperscalers keep spending like the drunken sailors on AI. Some new highs today: #NVDA #AAPL #TSLA #TXN #MRVL #VRT #CIEN #COHR #STM",yes,yes,neutral,0.0,0.5441580414772034,neutral,"Mixed macro/AI spending context, no clear company direction."
98,22,TSLA,bluesky,$AAPL,"Ugly PPI report re-emphasizes the AI Bifurcation thesis. Both core and headline PPI inflation hitting their highest levels since late 2022, at the same time the hyperscalers keep spending like the drunken sailors on AI. Some new highs today: #NVDA #AAPL #TSLA #TXN #MRVL #VRT #CIEN #COHR #STM",yes,yes,neutral,0.0,0.5441580414772034,neutral,"Mixed macro/AI spending context, no clear company direction."
99,22,NVDA,bluesky,$AAPL,"Ugly PPI report re-emphasizes the AI Bifurcation thesis. Both core and headline PPI inflation hitting their highest levels since late 2022, at the same time the hyperscalers keep spending like the drunken sailors on AI. Some new highs today: #NVDA #AAPL #TSLA #TXN #MRVL #VRT #CIEN #COHR #STM",yes,yes,neutral,0.0,0.5441580414772034,neutral,"Mixed macro/AI spending context, no clear company direction."
100,114,AAPL,bluesky,Apple stock,Apple stock on track for record close as tech rebounds,yes,yes,positive,0.7521740794181824,0.7521740794181824,positive,Apple stock on track for record close.
